CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,id
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12132
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12133
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12134
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,12135
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12136
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12137
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12138
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12139
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel verde,,12140
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12141
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,12142
Mojado,Sin luz natural ni artificial,Lluvia fuerte,,Nivel blanco,Viento fuerte,12143
Seco y limpio,Sin luz natural y con iluminación artificial encen,Nublado,,Nivel verde,,12144
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12145
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12146
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12147
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12148
Seco y limpio,Sin luz natural y con iluminación artificial encen,Se desconoce,,Se desconoce,,12149
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12150
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12151
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12152
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12153
Seco y limpio,Sin luz natural y con iluminación artificial encen,Se desconoce,,Se desconoce,,12154
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12155
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,12156
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Se desconoce,,12157
Mojado,"Luz del día natural, solar",Lluvia débil,,Sin especificar,,12158
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12159
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12160
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12161
Seco y limpio,"Amanecer o atardecer, con luz artificial",Se desconoce,,Se desconoce,,12162
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12163
Seco y limpio,Sin luz natural y con iluminación artificial encen,Se desconoce,,Se desconoce,,12164
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12165
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12166
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12167
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12168
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12169
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12170
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Se desconoce,,12171
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12172
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12173
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12174
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,12175
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12176
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12177
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12178
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12179
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12180
Mojado,Sin luz natural y con iluminación artificial encen,Nublado,,Sin especificar,,12181
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12182
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12183
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12184
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12185
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12186
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12187
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12188
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12189
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,12190
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12191
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12192
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12193
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,12194
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,12195
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12196
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel amarillo,,12197
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12198
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12199
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12200
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12201
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12202
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12203
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,12204
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12205
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12206
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12207
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12208
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12209
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12210
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12211
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,12212
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12213
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,12214
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12215
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12216
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12217
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12218
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12219
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12220
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12221
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12222
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12223
Seco y limpio,"Luz del día natural, solar",Nublado,Niebla intensa,Nivel blanco,,12224
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12225
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12226
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,12227
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12228
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12229
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12230
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12231
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12232
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12233
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12234
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12235
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12236
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12237
Mojado,Sin luz natural y con iluminación artificial encen,Lluvia fuerte,,Sin especificar,,12238
Mojado,Sin luz natural y con iluminación artificial encen,Lluvia fuerte,,Nivel blanco,,12239
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12240
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12241
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12242
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,12243
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12244
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12245
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12246
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12247
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12248
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12249
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12250
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12251
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12252
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12253
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12254
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12255
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12256
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12257
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12258
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12259
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12260
Mojado,"Luz del día natural, solar",Nublado,,Nivel verde,,12261
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12262
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12263
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12264
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,12265
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12266
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12267
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12268
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12269
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12270
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12271
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12272
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12273
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12274
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12275
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12276
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12277
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12278
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12279
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12280
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,12281
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12282
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12283
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12284
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12285
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12286
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12287
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12288
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12289
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12290
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12291
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12292
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12293
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12294
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12295
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12296
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12297
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12298
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,12299
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12300
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12301
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12302
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12303
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12304
Con barro o gravilla suelta,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12305
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12306
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12307
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12308
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12309
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12310
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12311
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12312
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12313
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12314
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12315
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12316
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12317
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12318
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel verde,,12319
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12320
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12321
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12322
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12323
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12324
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12325
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12326
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12327
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12328
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12329
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12330
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12331
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,12332
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12333
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12334
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12335
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12336
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12337
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,12338
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12339
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12340
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12341
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12342
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12343
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12344
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12345
