CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,id
,CV-83,Carretera Convencional de calzada única,Autonómica,Ascendente,15146
,CV-83,Carretera Convencional de doble calzada,Autonómica,Descendente,15147
CV-83,CV-83,Carretera Convencional de doble calzada,Autonómica,Ascendente,15148
,No inventariada,Calle,Municipal,Se desconoce,15149
,No inventariada,Calle,Municipal,Se desconoce,15150
,No inventariada,Calle,Municipal,Se desconoce,15151
,CV-83,Carretera Convencional de calzada única,Autonómica,Ascendente,15152
,No inventariada,Calle,Municipal,Se desconoce,15153
,CV-835,Carretera Convencional de calzada única,Autonómica,Ascendente,15154
,CV-819,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15155
,CV-819,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15156
,CV-819,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15157
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,15158
,CV-773,Carretera Convencional de calzada única,Autonómica,Ascendente,15159
,No inventariada,Otro,Otra,Se desconoce,15160
,CV-821,Carretera Convencional de doble calzada,Autonómica,Descendente,15161
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,15162
,AP-7,Autopista libre,Estatal,Descendente,15163
,No inventariada,Calle,Municipal,Se desconoce,15164
,CV-773,Carretera Convencional de calzada única,Autonómica,Descendente,15165
,C.COTOVETA,Camino vecinal,Municipal,Ambos,15166
CV-819,CV-819,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15167
CV-823,CV-819,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15168
,No inventariada,Otro,Municipal,Ascendente,15169
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,15170
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,15171
,CV-773,Carretera Convencional de calzada única,Autonómica,Descendente,15172
,CV-819,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15173
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,15174
,CV-773,Carretera Convencional de calzada única,Autonómica,Descendente,15175
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,15176
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,15177
,No inventariada,Calle,Municipal,Se desconoce,15178
,No inventariada,Calle,Municipal,Se desconoce,15179
,VÍA PISTA,Camino vecinal,Municipal,Ambos,15180
,Cº TORRETA,Camino vecinal,Municipal,Ascendente,15181
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,15182
,No inventariada,Camino vecinal,Municipal,Ascendente,15183
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,15184
,CV-821,Carretera Convencional de doble calzada,Autonómica,Descendente,15185
,CV-773,Carretera Convencional de calzada única,Autonómica,Ascendente,15186
,CV-821,Carretera Convencional de calzada única,Autonómica,Descendente,15187
,No inventariada,Calle,Municipal,Se desconoce,15188
,No inventariada,Camino vecinal,Municipal,Ascendente,15189
,CV-703,Carretera Convencional de calzada única,Autonómica,Ascendente,15190
,N-340,Carretera Convencional de calzada única,Estatal,Ambos,15191
,A-7,Autovía,Estatal,Ascendente,15192
,A-7,Autovía,Estatal,Ascendente,15193
,A-31,Autovía,Estatal,Ascendente,15194
,CV-8325,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Ascendente,15195
,CV-840,Carretera Convencional de calzada única,Autonómica,Ascendente,15196
,EL HONDICO,Otro,"Provincial, Cabildo/Consell",Ascendente,15197
,N-325,Carretera Convencional de doble calzada,Estatal,Ascendente,15198
,A-31,Autovía,Estatal,Ambos,15199
,No inventariada,Calle,Municipal,Se desconoce,15200
,No inventariada,Calle,Municipal,Se desconoce,15201
,CV-820,Carretera Convencional de calzada única,Autonómica,Descendente,15202
,A-31,Autovía,Estatal,Ascendente,15203
,No inventariada,Calle,Municipal,Se desconoce,15204
,CV-840,Carretera Convencional de calzada única,Autonómica,Ascendente,15205
,No inventariada,Calle,Municipal,Se desconoce,15206
,No inventariada,Calle,Municipal,Se desconoce,15207
N-325,A-31,Autovía,Estatal,Descendente,15208
,CAMINO DE,Camino vecinal,Municipal,Ambos,15209
,A-31,Autovía,Estatal,Descendente,15210
,No inventariada,Calle,Municipal,Se desconoce,15211
,CV-840,Carretera Convencional de calzada única,Autonómica,Descendente,15212
,CV-840,Carretera Convencional de calzada única,Autonómica,Descendente,15213
,A-31,Autovía,Estatal,Ascendente,15214
,A-31,Autovía,Estatal,Ascendente,15215
N-325,N-325,Carretera Convencional de doble calzada,Estatal,Ascendente,15216
,CV-84,Carretera Convencional de calzada única,Autonómica,Descendente,15217
,A-31,Autovía,Estatal,Descendente,15218
,CV-825,Carretera Convencional de calzada única,Autonómica,Descendente,15219
,N-325,Carretera Convencional de calzada única,Estatal,Ascendente,15220
,CV-820,Carretera Convencional de doble calzada,Autonómica,Ascendente,15221
A-31,CV-820,Carretera Convencional de calzada única,Autonómica,Ascendente,15222
,No inventariada,Otro,Municipal,Se desconoce,15223
,CV-835,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15224
CV-820,A-31,Autovía,Estatal,Ascendente,15225
CV-84,N-325,Carretera Convencional de doble calzada,Estatal,Descendente,15226
,A-31,Autovía,Estatal,Ascendente,15227
CV-84,CV-820,Carretera Convencional de calzada única,Autonómica,Ascendente,15228
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,15229
CV-760,CV-760,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,15230
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,15231
,CV-70,Carretera Convencional de calzada única,Autonómica,Ambos,15232
,CV-70,Carretera Convencional de doble calzada,Autonómica,Ascendente,15233
,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,15234
CV-70,CV-70,Carretera Convencional de doble calzada,Autonómica,Ascendente,15235
,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,15236
,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,15237
CV-760,CV-760,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15238
,CV-70,Carretera Convencional de doble calzada,Autonómica,Ascendente,15239
,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,15240
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,15241
,CV-70,Carretera Convencional de calzada única,Autonómica,Descendente,15242
CV-70,CV-70,Carretera Convencional de doble calzada,Autonómica,Ascendente,15243
,CV-70,Carretera Convencional de doble calzada,Autonómica,Descendente,15244
,CV-70,Carretera Convencional de calzada única,Autonómica,Ascendente,15245
,AP-7,Autopista libre,Estatal,Descendente,15246
,No inventariada,Vía de servicio,Estatal,Se desconoce,15247
,CV-7221,Carretera Convencional de calzada única,Municipal,Ascendente,15248
N-332,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,15249
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,15250
CV-731,CV-731,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15251
,CV-725,Carretera Convencional de calzada única,Autonómica,Ascendente,15252
,CV-725,Carretera Convencional de calzada única,Autonómica,Ascendente,15253
,CAMINO PEÑ,Camino vecinal,Municipal,Ascendente,15254
,No inventariada,Camino vecinal,Municipal,Ascendente,15255
,CAMINO VIE,Camino vecinal,Municipal,Ascendente,15256
,CV-803,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15257
,CV-803,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Ascendente,15258
CV-803,CV-802,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15259
CV-80,CV-8151,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15260
,CV-803,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15261
CV-80,CV-8151,Carretera Convencional de calzada única,Municipal,Ascendente,15262
,CV-803,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15263
,CV-802,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Descendente,15264
,CV-802,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15265
,CV-731,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15266
,CV-721,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15267
CV-715,CV-715,Carretera Convencional de calzada única,Autonómica,Descendente,15268
,CV-758,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15269
,CV-770,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15270
,CV-770,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15271
,TIRO PICHO,Carretera Convencional de calzada única,Otra,Descendente,15272
,CV-950,Carretera Convencional de calzada única,Autonómica,Descendente,15273
,CV-872,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15274
,LOS TUBOS,Camino vecinal,Otra,Ambos,15275
,CV-95,Carretera Convencional de calzada única,Autonómica,Descendente,15276
,CV-915,Carretera Convencional de calzada única,Autonómica,Descendente,15277
,No inventariada,Calle,Municipal,Se desconoce,15278
,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,15279
,LOS TUBOS,Camino vecinal,Otra,Ascendente,15280
,No inventariada,Calle,Municipal,Se desconoce,15281
,CTRA.TUBOS,Camino vecinal,Otra,Ambos,15282
,No inventariada,Calle,Municipal,Se desconoce,15283
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,15284
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,15285
,No inventariada,Calle,Municipal,Se desconoce,15286
A-7,CV-930,Carretera Convencional de calzada única,Autonómica,Descendente,15287
,No inventariada,Calle,Municipal,Se desconoce,15288
,LOS TUBOS,Camino vecinal,Municipal,Ascendente,15289
,CV-871,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15290
,LOS TUBOS,Vía de servicio,Otra,Ascendente,15291
,CV-950,Carretera Convencional de calzada única,Autonómica,Ascendente,15292
,No inventariada,Calle,Municipal,Se desconoce,15293
,No inventariada,Calle,Municipal,Se desconoce,15294
,CV-900,Carretera Convencional de calzada única,Autonómica,Ascendente,15295
,No inventariada,Calle,Municipal,Se desconoce,15296
,No inventariada,Calle,Municipal,Se desconoce,15297
,No inventariada,Calle,Municipal,Se desconoce,15298
,No inventariada,Calle,Municipal,Se desconoce,15299
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,15300
,No inventariada,Vía de servicio,Municipal,Se desconoce,15301
,No inventariada,Calle,Municipal,Se desconoce,15302
,No inventariada,Recinto delimitado,Municipal,Se desconoce,15303
,A-7,Autovía,Estatal,Ascendente,15304
,No inventariada,Calle,Municipal,Se desconoce,15305
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,15306
,A-7,Autovía,Estatal,Ascendente,15307
,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,15308
,No inventariada,Calle,Municipal,Se desconoce,15309
CV-915,No inventariada,Calle,Municipal,Se desconoce,15310
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,15311
,CV-925,Carretera Convencional de calzada única,Autonómica,Descendente,15312
,No inventariada,Calle,Municipal,Se desconoce,15313
,No inventariada,Calle,Municipal,Se desconoce,15314
,No inventariada,Calle,Municipal,Se desconoce,15315
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,15316
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,15317
,CV-912,Carretera Convencional de calzada única,Autonómica,Ascendente,15318
CV-95,CV-923,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15319
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,15320
,CV-915,Carretera Convencional de calzada única,Autonómica,Ascendente,15321
,No inventariada,Calle,Municipal,Se desconoce,15322
,No inventariada,Calle,Municipal,Se desconoce,15323
,No inventariada,Calle,Municipal,Se desconoce,15324
,No inventariada,Calle,Municipal,Se desconoce,15325
,A-7,Autovía,Estatal,Descendente,15326
,No inventariada,Otro,Otra,Se desconoce,15327
,No inventariada,Calle,Municipal,Se desconoce,15328
,No inventariada,Recinto delimitado,Otra,Se desconoce,15329
,CV-930,Carretera Convencional de calzada única,Autonómica,Ascendente,15330
,No inventariada,Calle,Municipal,Se desconoce,15331
,No inventariada,Recinto delimitado,"Provincial, Cabildo/Consell",Se desconoce,15332
,N-340,Carretera Convencional de calzada única,Estatal,Ambos,15333
,CV-915,Carretera Convencional de calzada única,Autonómica,Descendente,15334
,CV-950,Carretera Convencional de calzada única,Autonómica,Ascendente,15335
,No inventariada,Calle,Municipal,Se desconoce,15336
,No inventariada,Calle,Municipal,Se desconoce,15337
,A-7,Autovía,Estatal,Descendente,15338
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,15339
,CV-941,Carretera Convencional de calzada única,Autonómica,Ascendente,15340
CV-930,CV-930,Carretera Convencional de calzada única,Autonómica,Ascendente,15341
,CMN.MILLAN,Camino vecinal,Municipal,Ambos,15342
,N-340,Autopista libre,Otra,Ascendente,15343
,No inventariada,Otro,Municipal,Se desconoce,15344
,No inventariada,Calle,Municipal,Se desconoce,15345
,N-340,Carretera Convencional de doble calzada,Estatal,Descendente,15346
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,15347
,A-7,Autovía,Estatal,Ascendente,15348
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,15349
,No inventariada,Calle,Municipal,Se desconoce,15350
,No inventariada,Calle,Municipal,Se desconoce,15351
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,15352
,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,15353
,A-7,Autovía,Estatal,Ascendente,15354
,No inventariada,Calle,Municipal,Se desconoce,15355
,No inventariada,Calle,Municipal,Se desconoce,15356
,No inventariada,Calle,Municipal,Se desconoce,15357
,CV-912,Carretera Convencional de calzada única,Autonómica,Ambos,15358
,No inventariada,Calle,Municipal,Se desconoce,15359
,No inventariada,Carretera Convencional de calzada única,Municipal,Ascendente,15360
,No inventariada,Calle,Municipal,Se desconoce,15361
,CV-916,Carretera Convencional de calzada única,Autonómica,Ambos,15362
,CV-941,Carretera Convencional de calzada única,Autonómica,Descendente,15363
,TIRO PICHO,Vía para automóviles,Autonómica,Ascendente,15364
,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,15365
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,15366
,CV-925,Carretera Convencional de calzada única,Autonómica,Ascendente,15367
,CV-941,Carretera Convencional de calzada única,Autonómica,Ambos,15368
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,15369
,CV-870,Carretera Convencional de calzada única,Autonómica,Ascendente,15370
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,15371
,CV-925,Carretera Convencional de calzada única,Autonómica,Descendente,15372
,No inventariada,Calle,Municipal,Se desconoce,15373
,CV-930,Carretera Convencional de calzada única,Autonómica,Ascendente,15374
,CV-925,Carretera Convencional de calzada única,Autonómica,Ambos,15375
N-332,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,15376
,ESPARTAL,Camino vecinal,Municipal,Descendente,15377
,LOS TUBOS,Camino vecinal,Otra,Ascendente,15378
,No inventariada,Calle,Municipal,Se desconoce,15379
,CV-949,Carretera Convencional de calzada única,Autonómica,Ascendente,15380
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,15381
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,15382
,CV-915,Carretera Convencional de calzada única,Autonómica,Ascendente,15383
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,15384
,CTRA. TIRO,Carretera Convencional de calzada única,Municipal,Ascendente,15385
